bbl,st_num,st_name,sq_ft,score,grade
2025700018,307,BRUCKNER BOULEVARD,50000,82,B
2025730049,720,ST MARYS STREET,49600,80,B
2025730056,383,CONCORD AVENUE,28515,score missing,F
2025730071,390,JACKSON AVENUE,54848,48,D
2025730087,732,EAST 144 STREET,27000,31,D
2025750065,387,SOUTHERN BOULEVARD,106455,59,C
2025770038,480,CONCORD AVENUE,69102,39,D
2025770048,481,WALES AVENUE,37006,10,D
2025770052,471,WALES AVENUE,36140,22,D
2025780006,440,JACKSON AVENUE,53008,65,C
2025790019,718,EAST 149 STREET,37722,score missing,F
2025800011,520,CONCORD AVENUE,67713,56,C
2025820022,506,TINTON AVENUE,37614,26,D
2025820026,514,TINTON AVENUE,35120,22,D
2025820030,520,TINTON AVENUE,33985,21,D
2025820034,526,TINTON AVENUE,75924,57,C
2025820042,818,EAST 149 STREET,43796,38,D
2025820061,823,EAST 147 STREET,25980,67,C
2025820065,500,UNION AVENUE,226449,87,A
2025827501,539,UNION AVENUE,143100,64,C
2025827502,501,SOUTHERN BOULEVARD,209899,81,B
2025830050,920,EAST 132 STREET,155778,score missing,F
2025840001,780,EAST 133 STREET,64468,42,D
2025850001,781,EAST 133 STREET,143570,1,D
2025870021,815,EAST 135 STREET,38186,score missing,F
2025870043,875,EAST 136 STREET,54500,96,A
2025900051,865,EAST 138 STREET,59675,37,D
2025900102,759,EAST 138 STREET,43551,54,D
2025910046,850,EAST 140 STREET,54000,9,D
2025920035,855,EAST 140 STREET,49510,31,D
2025940001,881,EAST 134 STREET,28090,88,A
2025940005,890,EAST 135 STREET,100000,100,A
2025960020,900,EAST 138 STREET,35681,score missing,F
2025990061,920,EAST 149 STREET,42828,91,A
2025990089,400,WALNUT AVENUE,237000,score missing,F
2026000001,430,SOUTHERN BOULEVARD,186000,94,A
2026000079,450,TIMPSON PLACE,27000,score missing,F
2026000131,490,SOUTHERN BOULEVARD,275000,100,A
2026000159,864,EAST 149 STREET,37906,2,D
2026030022,586,SOUTHERN BOULEVARD,29232,83,B
2026030024,590,SOUTHERN BOULEVARD,26742,score missing,F
2026030026,1034,AVENUE ST JOHN,31050,5,D
2026030030,1044,AVENUE ST JOHN,40500,53,D
2026030035,581,TIMPSON PLACE,80256,85,A
2026030067,576,TIMPSON PLACE,51384,100,A
2026030073,588,TIMPSON PLACE,50666,80,B
2026030078,600,TIMPSON PLACE,50666,92,A
2026030083,581,AUSTIN PLACE,49629,98,A
2026030150,1033,AVENUE ST JOHN,39035,56,C
2026030161,652,SOUTHERN BOULEVARD,38419,35,D
2026030165,660,SOUTHERN BOULEVARD,38419,49,D
2026030208,1047,AVENUE ST JOHN,39520,57,C
2026037501,540,SOUTHERN BOULEVARD,68007,56,C
2026040252,977,EAST 149 STREET,213776,52,D
2026040500,985,EAST 149 STREET,92000,score missing,F
2026040600,995,EAST 149 STREET,140608,score missing,F
2026060125,1100,LEGGETT AVENUE,59889,43,D
2026060204,550,BARRY STREET,53000,71,B
2026060252,515,TRUXTON STREET,63138,23,D
2026070034,1068,FRANKLIN AVENUE,32028,37,D
2026070038,1090,FRANKLIN AVENUE,54560,24,D
2026070049,564,EAST 166 STREET,68306,52,D
2026070062,590,EAST 166 STREET,60275,41,D
2026070068,1077,BOSTON ROAD,37818,52,D
2026070078,1033,BOSTON ROAD,49900,29,D
2026090002,3458,3 AVENUE,40756,84,B
2026090043,1185,FULTON AVENUE,32860,42,D
2026090046,1175,FULTON AVENUE,28800,18,D
2026090051,1165,FULTON AVENUE,36560,54,D
2026097501,3462,3 AVENUE,273638,83,B
2026100012,530,EAST 169 STREET,285056,14,D
2026100038,1285,FULTON AVENUE,55245,47,D
2026100042,1265,FULTON AVENUE,108501,34,D
2026100058,1231,FULTON AVENUE,33695,52,D
2026100065,547,EAST 168 STREET,46040,22,D
2026110001,1180,FULTON AVENUE,117290,92,A
2026120007,1276,FULTON AVENUE,331624,95,A
2026120053,1253,FRANKLIN AVENUE,33055,28,D
2026120058,1229,FRANKLIN AVENUE,68722,3,D
2026130026,1133,BOSTON ROAD,39655,score missing,F
2026130036,1115,BOSTON ROAD,27790,38,D
2026140004,1176,FRANKLIN AVENUE,40278,31,D
2026140019,1208,FRANKLIN AVENUE,68300,82,B
2026140038,1191,BOSTON ROAD,110671,90,A
2026140043,1185,BOSTON ROAD,38442,20,D
2026140056,601,EAST 167 STREET,45405,7,D
2026140061,587,EAST 167 STREET,66078,48,D
2026150008,1250,FRANKLIN AVENUE,59814,5,D
2026150029,622,EAST 169 STREET,25790,79,B
2026150065,615,EAST 168 STREET,52150,64,C
2026180043,775,EAGLE AVENUE,92362,85,A
2026180047,759,EAGLE AVENUE,93640,75,B
2026187501,601,EAST 156 STREET,684900,89,A
2026190001,842,ST ANNS AVENUE,30000,score missing,F
2026190017,861,EAGLE AVENUE,49070,score missing,F
2026190027,831,EAGLE AVENUE,32500,77,B
2026210032,601,EAST 163 STREET,25152,24,D
2026220005,576,EAST 165 STREET,66400,39,D
2026220040,1038,BOSTON ROAD,25578,10,D
2026230001,601,EAST 149 STREET,48716,77,B
2026230049,563,CAULDWELL AVENUE,45750,45,D
2026230060,611,EAST 149 STREET,50254,77,B
2026230147,600,TRINITY AVENUE,38040,28,D
2026230151,610,TRINITY AVENUE,80254,40,D
2026230180,620,TRINITY AVENUE,76620,36,D
2026230188,626,TRINITY AVENUE,38220,46,D
2026230205,629,JACKSON AVENUE,30216,65,C
2026240080,653,CAULDWELL AVENUE,28704,14,D
2026240082,647,CAULDWELL AVENUE,28704,99,A
2026240084,643,CAULDWELL AVENUE,28704,1,D
2026300051,837,TRINITY AVENUE,44366,44,D
2026330010,1064,CAULDWELL AVENUE,37355,100,A
2026380001,872,TRINITY AVENUE,292000,100,A
2026400050,1071,TINTON AVENUE,120012,6,D
2026410036,551,WALES AVENUE,71854,32,D
2026420022,607,CONCORD AVENUE,58710,54,D
2026420070,600,CONCORD AVENUE,87072,51,D
2026430047,627,WALES AVENUE,26142,score missing,F
2026430060,630,CONCORD AVENUE,48574,25,D
2026470005,820,JACKSON AVENUE,49608,29,D
2026530001,787,EAST 149 STREET,70460,80,B
2026610058,765,EAST 166 STREET,33165,3,D
2026620010,1180,FOREST AVENUE,34465,83,B
2026620013,758,EAST 168 STREET,28000,89,A
2026620019,772,EAST 168 STREET,32369,score missing,F
2026620023,1181,TINTON AVENUE,25750,29,D
2026630062,755,EAST 168 STREET,74966,28,D
2026640061,810,EAST 152 STREET,129384,15,D
2026650061,721,UNION AVENUE,43750,36,D
2026660041,811,WESTCHESTER AVENUE,98664,96,A
2026690001,960,TINTON AVENUE,34554,27,D
2026690006,970,TINTON AVENUE,33000,64,C
2026690044,987,UNION AVENUE,31553,87,A
2026690047,981,UNION AVENUE,32700,100,A
2026690050,975,UNION AVENUE,33790,70,B
2026730051,1215,UNION AVENUE,26572,9,D
2026740012,565,PROSPECT AVENUE,31420,10,D
2026740021,584,UNION AVENUE,54500,82,B
2026740027,592,UNION AVENUE,33890,76,B
2026740051,645,PROSPECT AVENUE,112536,84,B
2026760003,766,WESTCHESTER AVENUE,38250,score missing,F
2026770019,834,EAST 161 STREET,26460,25,D
2026770070,919,PROSPECT AVENUE,57600,score missing,F
2026780068,951,PROSPECT AVENUE,72093,35,D
2026790001,1058,UNION AVENUE,43335,9,D
2026820001,1204,UNION AVENUE,37672,32,D
2026830039,575,SOUTHERN BOULEVARD,25926,87,A
2026830041,571,SOUTHERN BOULEVARD,25926,score missing,F
2026830043,567,SOUTHERN BOULEVARD,25926,38,D
2026830090,651,SOUTHERN BOULEVARD,40992,51,D
2026830094,643,SOUTHERN BOULEVARD,40992,40,D
2026830100,1021,AVENUE ST JOHN,61878,100,A
2026840054,664,BECK STREET,34200,score missing,F
2026840057,672,BECK STREET,34200,score missing,F
2026840068,972,LEGGETT AVENUE,41270,6,D
2026840085,647,FOX STREET,32420,28,D
2026860001,920,AVENUE ST JOHN,56953,6,D
2026880035,853,MACY PLACE,69640,47,D
2026880045,780,PROSPECT AVENUE,32766,37,D
2026880048,850,LONGWOOD AVENUE,40801,14,D
2026890009,850,EAST 161 STREET,33783,83,B
2026890048,840,WESTCHESTER AVENUE,33660,60,C
2026900027,870,EAST 162 STREET,37888,31,D
2026900063,851,EAST 162 STREET,95223,26,D
2026900081,881,EAST 162 STREET,82000,30,D
2026900109,960,PROSPECT AVENUE,127308,100,A
2026900114,970,PROSPECT AVENUE,53208,38,D
2026900123,980,PROSPECT AVENUE,30840,28,D
2026900134,866,EAST 165 STREET,28699,25,D
2026900173,861,EAST 163 STREET,72000,1,D
2026907501,871,WESTCHESTER AVENUE,77364,38,D
2026907502,890,PROSPECT AVENUE,139094,42,D
2026907503,899,WESTCHESTER AVENUE,151965,62,C
2026910097,1065,HALL PLACE,26350,score missing,F
2026910117,883,EAST 165 STREET,29664,9,D
2026910121,877,EAST 165 STREET,29175,27,D
2026910122,1022,REV JAMES POLITE AVENUE,29175,27,D
2026920048,1157,INTERVALE AVENUE,64245,34,D
2026920068,1117,INTERVALE AVENUE,42954,70,B
2026920074,865,EAST 167 STREET,40800,40,D
2026937502,1224,PROSPECT AVENUE,80857,87,A
2026960075,830,REV JAMES POLITE AVENUE,75672,66,C
2026960095,916,REV JAMES POLITE AVENUE,66427,33,D
2026960103,903,ROGERS PLACE,26809,73,B
2026967501,886,WESTCHESTER AVENUE,95166,74,B
2026970001,889,DAWSON STREET,87180,96,A
2026970010,894,ROGERS PLACE,52200,19,D
2026970015,912,EAST 163 STREET,28600,12,D
2026977501,920,WESTCHESTER AVENUE,126353,63,C
2026980084,936,REV JAMES POLITE AVENUE,40800,74,B
2026990007,944,ROGERS PLACE,35269,82,B
2026990025,1005,INTERVALE AVENUE,25837,86,A
2027030001,920,INTERVALE AVENUE,38370,62,C
2027030014,938,INTERVALE AVENUE,29700,12,D
2027030018,935,KELLY STREET,29700,86,A
2027030021,915,KELLY STREET,38262,75,B
2027030025,935,EAST 163 STREET,61872,31,D
2027030053,945,EAST 163 STREET,61872,32,D
2027037501,950,WESTCHESTER AVENUE,188342,74,B
2027060001,1118,INTERVALE AVENUE,61797,9,D
2027060046,1150,INTERVALE AVENUE,73640,21,D
2027070011,745,FOX STREET,89850,29,D
2027070022,737,FOX STREET,52200,91,A
2027070026,725,FOX STREET,52200,57,C
2027070030,715,FOX STREET,60373,95,A
2027070063,998,LONGWOOD AVENUE,42000,2,D
2027070068,777,FOX STREET,61200,19,D
2027070074,775,FOX STREET,46264,41,D
2027070078,763,FOX STREET,46264,44,D
2027070085,751,FOX STREET,46264,25,D
2027080001,941,LEGGETT AVENUE,41750,53,D
2027080040,758,KELLY STREET,49980,10,D
2027080046,783,BECK STREET,49980,24,D
2027110028,879,BECK STREET,107250,60,C
2027120001,891,FOX STREET,37641,33,D
2027120023,940,TIFFANY STREET,51190,64,C
2027120028,931,FOX STREET,47826,18,D
2027120040,901,FOX STREET,32994,36,D
2027130002,955,EAST 163 STREET,148827,63,C
2027140001,944,TIFFANY STREET,25840,64,C
2027140061,983,EAST 163 STREET,25840,64,C
2027170048,1049,FOX STREET,42000,score missing,F
2027170063,1015,FOX STREET,54381,8,D
2027180021,1144,TIFFANY STREET,62890,44,D
2027200001,1015,LEGGETT AVENUE,42670,53,D
2027200005,712,FOX STREET,48450,40,D
2027200024,739,SOUTHERN BOULEVARD,42500,21,D
2027200028,731,SOUTHERN BOULEVARD,26592,52,D
2027200030,725,SOUTHERN BOULEVARD,51000,75,B
2027200041,1025,LEGGETT AVENUE,41010,12,D
2027200057,774,FOX STREET,37000,score missing,F
2027200063,784,FOX STREET,37000,score missing,F
2027200069,788,FOX STREET,40400,20,D
2027200088,765,SOUTHERN BOULEVARD,38400,81,B
2027200093,755,SOUTHERN BOULEVARD,54636,80,B
2027210010,830,FOX STREET,63891,38,D
2027210020,829,SOUTHERN BOULEVARD,31335,36,D
2027220040,887,SOUTHERN BOULEVARD,94916,83,B
2027220052,923,BARRETTO STREET,36575,59,C
2027230006,930,FOX STREET,48775,62,C
2027230012,923,SIMPSON STREET,48000,40,D
2027230028,906,SIMPSON STREET,34875,score missing,F
2027230029,914,SIMPSON STREET,34875,84,B
2027230040,1018,EAST 163 STREET,156980,70,B
2027240001,997,EAST 163 STREET,113000,score missing,F
2027240101,940,SIMPSON STREET,56350,74,B
2027240190,947,SOUTHERN BOULEVARD,33750,22,D
2027247502,975,SIMPSON ST,783108,36,D
2027260066,1039,SIMPSON STREET,25200,1,D
2027270004,1060,SIMPSON STREET,59630,41,D
2027270058,1065,SOUTHERN BOULEVARD,32520,25,D
2027280034,1145,SOUTHERN BOULEVARD,30705,score missing,F
2027320008,824,SOUTHERN BOULEVARD,41874,98,A
2027320012,826,SOUTHERN BOULEVARD,46936,score missing,F
2027320021,850,SOUTHERN BOULEVARD,41874,50,D
2027320026,858,SOUTHERN BOULEVARD,42270,32,D
2027320031,862,SOUTHERN BOULEVARD,45715,48,D
2027330004,870,SOUTHERN BOULEVARD,113896,48,D
2027360160,770,GARRISON AVENUE,71542,24,D
2027360189,1157,EAST 156 STREET,25105,3,D
2027400039,1275,LAFAYETTE AVENUE,32580,45,D
2027427501,951,HOE AVENUE,314448,35,D
2027430001,945,ALDUS STREET,42447,38,D
2027430019,1054,SOUTHERN BOULEVARD,63608,1,D
2027460007,922,HOE AVENUE,36005,20,D
2027460030,980,ALDUS STREET,51337,50,D
2027460040,949,FAILE STREET,34700,71,B
2027460044,941,FAILE STREET,50720,65,C
2027470024,990,ALDUS STREET,45000,100,A
2027470028,996,ALDUS STREET,46068,100,A
2027500020,1076,FAILE STREET,30107,56,C
2027500022,1206,WESTCHESTER AVENUE,81708,75,B
2027510012,1106,WEST FARMS ROAD,36855,75,B
2027510022,1107,BRYANT AVENUE,88463,44,D
2027510036,1117,WESTCHESTER AVENUE,31519,11,D
2027520005,991,EAST 167 STREET,26480,21,D
2027520009,1144,HOE AVENUE,35200,84,B
2027540001,1001,EAST 167 STREET,25183,score missing,F
2027540005,1134,WEST FARMS ROAD,30540,37,D
2027550029,1032,ALDUS STREET,34380,97,A
2027550062,940,BRYANT AVENUE,30450,92,A
2027560001,1010,BRYANT AVENUE,46030,99,A
2027560006,1016,BRYANT AVENUE,36445,100,A
2027560050,1025,ALDUS STREET,45786,100,A
2027570010,1240,WESTCHESTER AVENUE,47540,71,B
2027570014,1244,WESTCHESTER AVENUE,43565,30,D
2027570024,1083,LONGFELLOW AVENUE,40998,64,C
2027570028,1075,LONGFELLOW AVENUE,43398,34,D
2027570085,1260,WESTCHESTER AVENUE,28312,score missing,F
2027580029,1084,HOME STREET,45250,51,D
2027610024,1150,GARRISON AVENUE,61650,51,D
2027610083,916,FAILE STREET,57840,27,D
2027610103,887,BRYANT AVENUE,50052,83,B
2027610139,875,LONGFELLOW AVENUE,30100,38,D
2027610142,876,BRYANT AVENUE,70500,21,D
2027610149,890,BRYANT AVENUE,42150,46,D
2027610193,1345,SENECA AVENUE,26250,score missing,F
2027620001,1291,LAFAYETTE AVENUE,66815,53,D
2027620007,830,HUNTS POINT AVENUE,29567,28,D
2027620045,1200,SENECA AVENUE,25070,86,A
2027620051,1220,SENECA AVENUE,39600,60,C
2027620086,836,FAILE STREET,33880,33,D
2027620103,855,BRYANT AVENUE,33400,score missing,F
2027620149,850,BRYANT AVENUE,44046,44,D
2027620153,860,BRYANT AVENUE,46086,57,C
2027620181,1325,LAFAYETTE AVENUE,67800,12,D
2027620187,800,LONGFELLOW AVENUE,25500,8,D
2027620280,1360,SENECA AVENUE,25765,29,D
2027627501,1314,SENECA AVENUE,65137,28,D
2027630080,1276,LAFAYETTE AVENUE,52452,84,B
2027630100,717,COSTER STREET,38460,26,D
2027630136,754,MANIDA STREET,29424,12,D
2027630144,754,COSTER STREET,29700,57,C
2027630150,741,HUNTS POINT AVENUE,49700,28,D
2027630155,737,HUNTS POINT AVENUE,33300,25,D
2027630158,721,HUNTS POINT AVENUE,38250,65,C
2027630162,1291,SPOFFORD AVENUE,40300,100,A
2027630190,1290,LAFAYETTE AVENUE,55200,36,D
2027630195,760,HUNTS POINT AVENUE,54150,69,C
2027630215,770,FAILE STREET,29300,5,D
2027630220,769,BRYANT AVENUE,42900,30,D
2027630227,750,FAILE STREET,108306,13,D
2027630233,735,BRYANT AVENUE,46550,85,A
2027630248,710,HUNTS POINT AVENUE,45600,1,D
2027630252,720,HUNTS POINT AVENUE,48450,100,A
2027630275,770,BRYANT AVENUE,34150,38,D
2027630329,750,BRYANT AVENUE,53400,25,D
2027630331,760,BRYANT AVENUE,41976,56,C
2027650056,1190,LONGWOOD AVENUE,32000,score missing,F
2027650078,1202,SPOFFORD AVENUE,48600,100,A
2027650079,667,CASANOVA STREET,70400,50,D
2027650140,1230,SPOFFORD AVENUE,56400,4,D
2027650146,645,BARRETTO STREET,38720,19,D
2027650198,670,BARRETTO STREET,33200,46,D
2027650205,671,MANIDA STREET,38750,79,B
2027650219,625,MANIDA STREET,42100,42,D
2027650226,621,MANIDA STREET,42100,30,D
2027650232,1245,RANDALL AVENUE,33400,score missing,F
2027650266,675,COSTER STREET,27105,51,D
2027660300,1390,SPOFFORD AVENUE,55610,68,C
2027680137,500,WORTHEN STREET,40000,75,B
2027680171,1201,OAK POINT AVENUE,34500,score missing,F
2027690021,515,BRYANT AVENUE,29906,score missing,F
2027690080,1321,OAK POINT AVENUE,26260,80,B
2027710121,448,TIFFANY STREET,32650,score missing,F
2027710185,420,CASANOVA STREET,29300,28,D
2027720102,1309,EAST BAY AVENUE,38905,score missing,F
2027720150,1335,EAST BAY AVENUE,28575,score missing,F
2027740152,310,TIFFANY STREET,40000,44,D
2027770196,250,COSTER STREET,40000,score missing,F
2027770200,1290,VIELE AVENUE,40000,score missing,F
2027770292,1340,VIELE AVENUE,290000,score missing,F
2027820104,364,EAST 170 STREET,49000,22,D
2027830042,1365,FINDLAY AVENUE,30625,3,D
2027830047,1363,FINDLAY AVENUE,47166,28,D
2027840010,306,EAST 171 STREET,72000,20,D
2027840029,1401,TELLER AVENUE,27418,6,D
2027840040,1460,COLLEGE AVENUE,45750,34,D
2027840050,1487,TELLER AVENUE,27900,39,D
2027850016,1330,MORRIS AVENUE,36900,20,D
2027850020,1340,MORRIS AVENUE,36000,50,D
2027850029,1358,MORRIS AVENUE,32500,score missing,F
2027850040,280,EAST 170 STREET,63113,55,C
2027850054,1361,COLLEGE AVENUE,30000,33,D
2027850056,1335,COLLEGE AVENUE,30000,24,D
2027850063,1329,COLLEGE AVENUE,30000,33,D
2027860002,1410,MORRIS AVENUE,66564,14,D
2027860012,1434,MORRIS AVENUE,28347,score missing,F
2027860030,1405,COLLEGE AVENUE,75114,18,D
2027870001,1450,MORRIS AVENUE,117000,79,B
2027900010,1660,TOPPING AVENUE,69600,17,D
2027910005,1654,MONROE AVENUE,44000,97,A
2027910040,254,EAST 174 STREET,35000,24,D
2027910044,1707,TOPPING AVENUE,30653,75,B
2027910054,1685,TOPPING AVENUE,33000,8,D
2027920014,1665,MONROE AVENUE,34000,26,D
2027920018,1655,MONROE AVENUE,39000,42,D
2027940005,201,MT EDEN PARKWAY,36100,55,C
2027940009,1660,MORRIS AVENUE,44137,43,D
2027940015,1663,EASTBURN AVENUE,43000,46,D
2027940019,217,MT EDEN PARKWAY,39000,61,C
2027940049,1701,EASTBURN AVENUE,36962,26,D
2027940054,1691,EASTBURN AVENUE,26000,22,D
2027940062,221,EAST 173 STREET,32150,46,D
2027950014,1780,GRAND CONCOURSE,243047,57,C
2027950042,1745,EASTBURN AVENUE,32065,8,D
2027960013,1758,EASTBURN AVENUE,39600,32,D
2027960019,1774,EASTBURN AVENUE,40800,24,D
2027960023,1780,EASTBURN AVENUE,32000,13,D
2027960042,1767,WEEKS AVENUE,28000,3,D
2027960046,1755,WEEKS AVENUE,33000,8,D
2027970025,1790,WEEKS AVENUE,40000,1,D
2027970039,1771,MONROE AVENUE,98564,83,B
2027980024,240,EAST 175 STREET,120324,41,D
2027990025,1786,TOPPING AVENUE,38000,100,A
2027990035,1775,CLAY AVENUE,39930,32,D
2027990045,1755,CLAY AVENUE,31995,84,B
2027990050,1747,CLAY AVENUE,33350,7,D
2028000001,203,EAST 175 STREET,27500,42,D
2028000013,176,EAST 176 STREET,69000,70,B
2028000019,1815,MONROE AVENUE,66300,16,D
2028000068,250,EAST 176 STREET,52000,49,D
2028000072,273,EAST 175 STREET,32500,82,B
2028010001,1840,GRAND CONCOURSE,66000,52,D
2028010018,1855,MONROE AVENUE,37000,13,D
2028010031,1882,GRAND CONCOURSE,41250,15,D
2028020014,220,MT HOPE PLACE,25400,87,A
2028020017,226,MT HOPE PLACE,30000,1,D
2028020023,240,MT HOPE PLACE,57918,100,A
2028020037,1853,ANTHONY AVENUE,35310,68,C
2028020046,255,EAST 176 STREET,52800,46,D
2028030030,333,EAST 176 STREET,62353,7,D
2028030038,325,EAST 176 STREET,53800,76,B
2028040001,1872,MONROE AVENUE,41500,3,D
2028040048,235,MT HOPE PLACE,53400,89,A
2028040052,215,MT HOPE PLACE,79500,19,D
2028050001,1860,MORRIS AVENUE,66550,65,C
2028050012,110,MT HOPE PLACE,46000,13,D
2028050016,1855,GRAND CONCOURSE,45000,64,C
2028050031,1892,MORRIS AVENUE,106450,73,B
2028050041,110,EAST 177 STREET,59500,34,D
2028050045,124,EAST 177 STREET,40900,29,D
2028050060,125,MT HOPE PLACE,42400,26,D
2028050065,111,MT HOPE PLACE,53400,29,D
2028060001,105,EAST 177 STREET,45060,39,D
2028060033,1901,GRAND CONCOURSE,51200,66,C
2028070016,1995,CRESTON AVENUE,37000,40,D
2028070022,1985,CRESTON AVENUE,37960,100,A
2028070027,1975,CRESTON AVENUE,37960,38,D
2028070035,101,EAST 179 STREET,32900,2,D
2028070056,2042,MORRIS AVENUE,32400,20,D
2028070070,2015,CRESTON AVENUE,68000,22,D
2028080009,156,EAST 178 STREET,34200,100,A
2028080012,1939,GRAND CONCOURSE,94000,100,A
2028080032,1990,CRESTON AVENUE,63100,14,D
2028080051,1955,GRAND CONCOURSE,59800,49,D
2028080066,160,BUSH STREET,57000,63,C
2028080096,2001,GRAND CONCOURSE,42000,92,A
2028087501,2028,CRESTON AVENUE,154169,score missing,F
2028090001,1900,GRAND CONCOURSE,41269,29,D
2028090005,1916,GRAND CONCOURSE,60000,61,C
2028090012,214,ECHO PLACE,37000,58,C
2028090017,222,ECHO PLACE,33399,score missing,F
2028090020,230,ECHO PLACE,32645,53,D
2028090022,240,ECHO PLACE,45700,86,A
2028090031,264,ECHO PLACE,30000,52,D
2028100001,1930,GRAND CONCOURSE,56000,16,D
2028100013,214,EAST 178 STREET,29000,100,A
2028100020,234,EAST 178 STREET,26000,14,D
2028100026,250,EAST 178 STREET,70000,51,D
2028100037,243,ECHO PLACE,96075,66,C
2028100045,231,ECHO PLACE,37000,31,D
2028110001,245,EAST 178 STREET,65000,100,A
2028110003,230,EAST 179 STREET,136928,36,D
2028110007,227,EAST 178 STREET,37800,21,D
2028110011,219,EAST 178 STREET,25500,score missing,F
2028110024,1964,GRAND CONCOURSE,32000,23,D
2028120003,223,EAST 179 STREET,25500,47,D
2028130001,215,BUSH STREET,53330,1,D
2028130003,2028,GRAND CONCOURSE,34000,39,D
2028130009,2034,GRAND CONCOURSE,28000,64,C
2028140008,304,ECHO PLACE,30639,32,D
2028140025,1930,ANTHONY AVENUE,66000,77,B
2028140029,304,EAST 178 STREET,51000,8,D
2028140059,1996,ANTHONY AVENUE,56400,score missing,F
2028140069,270,EAST BURNSIDE AVENUE,119250,57,C
2028140073,280,EAST BURNSIDE AVENUE,42917,94,A
2028140074,282,EAST BURNSIDE AVENUE,42917,score missing,F
2028140082,1963,RYER AVENUE,44000,22,D
2028140086,317,EAST 178 STREET,72000,38,D
2028160001,1294,GRANT AVENUE,34857,68,C
2028160045,1355,MORRIS AVENUE,36085,15,D
2028160066,1305,MORRIS AVENUE,38212,4,D
2028160070,1295,MORRIS AVENUE,34857,52,D
2028190001,1504,SHERIDAN AVENUE,138000,84,B
2028190005,1510,SHERIDAN AVENUE,85218,60,C
2028190012,1530,SHERIDAN AVENUE,96000,35,D
2028190051,1515,SELWYN AVENUE,42370,4,D
2028200001,1495,MORRIS AVENUE,52800,31,D
2028200009,1534,SELWYN AVENUE,80838,53,D
2028200016,1546,SELWYN AVENUE,68886,49,D
2028200027,1560,SELWYN AVENUE,61806,37,D
2028210001,1500,GRAND CONCOURSE,96990,44,D
2028210032,1560,GRAND CONCOURSE,139650,100,A
2028210052,1561,SHERIDAN AVENUE,74462,70,B
2028210061,1551,SHERIDAN AVENUE,64000,26,D
2028210068,1511,SHERIDAN AVENUE,202418,25,D
2028220012,1694,WALTON AVENUE,77869,39,D
2028220019,1749,GRAND CONCOURSE,423500,72,B
2028227501,1775,GRAND CONCOURSE,364696,49,D
2028230001,1650,GRAND CONCOURSE,480769,87,A
2028230036,1684,GRAND CONCOURSE,65560,26,D
2028230046,1700,GRAND CONCOURSE,154656,57,C
2028240005,1650,SELWYN AVENUE,243426,50,D
2028240015,1665,MORRIS AVENUE,37716,58,C
2028240019,199,MT EDEN PARKWAY,66070,5,D
2028240038,1694,SELWYN AVENUE,51210,50,D
2028240045,1706,SELWYN AVENUE,28856,51,D
2028240062,1685,MORRIS AVENUE,47472,26,D
2028250010,1750,GRAND CONCOURSE,69225,31,D
2028250017,1770,GRAND CONCOURSE,134613,82,B
2028260002,1752,WALTON AVENUE,69344,60,C
2028260006,1764,WALTON AVENUE,37428,35,D
2028260011,1770,WALTON AVENUE,29600,score missing,F
2028260024,110,EAST 176 STREET,28100,69,C
2028260027,124,EAST 176 STREET,68320,17,D
2028260032,1815,MORRIS AVENUE,57400,13,D
2028260034,115,HENWOOD PLACE,51000,19,D
2028260048,112,HENWOOD PLACE,29434,52,D
2028260054,1791,GRAND CONCOURSE,61542,17,D
2028260072,1815,GRAND CONCOURSE,36300,90,A
2028260076,1820,MORRIS AVENUE,37809,20,D
2028270032,1880,WALTON AVENUE,30805,36,D
2028270042,60,EAST 177 STREET,30900,43,D
2028270046,1895,MORRIS AVENUE,52800,15,D
2028270053,1881,MORRIS AVENUE,57600,100,A
2028270060,57,MT HOPE PLACE,62130,50,D
2028280005,1920,WALTON AVENUE,78095,40,D
2028280024,66,EAST TREMONT AVENUE,25963,100,A
2028280030,1915,MORRIS AVENUE,57000,57,C
2028290001,1970,WALTON AVENUE,68202,11,D
2028290006,1982,WALTON AVENUE,26845,41,D
2028290030,55,EAST 179 STREET,29655,16,D
2028290035,2020,WALTON AVENUE,52830,21,D
2028290042,2030,WALTON AVENUE,26835,76,B
2028290062,2017,MORRIS AVENUE,40633,27,D
2028290063,2011,MORRIS AVENUE,32940,47,D
2028290068,2001,MORRIS AVENUE,46896,55,C
2028300001,1296,SHERIDAN AVENUE,59959,3,D
2028300005,1310,SHERIDAN AVENUE,83200,86,A
2028300013,1320,SHERIDAN AVENUE,52740,50,D
2028300021,1346,SHERIDAN AVENUE,33201,21,D
2028300025,1358,SHERIDAN AVENUE,25602,3,D
2028310001,1290,GRAND CONCOURSE,48000,34,D
2028310005,1304,GRAND CONCOURSE,34650,57,C
2028310009,1314,GRAND CONCOURSE,34650,score missing,F
2028310013,1326,GRAND CONCOURSE,60000,24,D
2028310020,200,MARCY PLACE,54723,42,D
2028310024,1315,SHERIDAN AVENUE,33555,36,D
2028310028,1297,SHERIDAN AVENUE,42060,58,C
2028310032,1291,SHERIDAN AVENUE,41610,76,B
2028310036,1350,GRAND CONCOURSE,50800,95,A
2028310040,1362,GRAND CONCOURSE,41900,76,B
2028310044,1384,GRAND CONCOURSE,35480,84,B
2028310061,1365,SHERIDAN AVENUE,38434,46,D
