bbl,st_num,st_name,sq_ft,score,grade
1004000031,542,EAST 5 STREET,71334,56,C
1004010046,535,EAST 5 STREET,36330,72,B
1004020011,140,EAST 7 STREET,41600,39,D
1004020015,144,EAST 7 STREET,36705,87,A
1004027503,100,AVENUE A,51063,12,D
1004050001,174,AVENUE A,40376,33,D
1004057504,525,EAST 11 STREET,34454,27,D
1004060048,531,EAST 12 STREET,29960,score missing,F
1004070047,527,EAST 13 STREET,30893,score missing,F
1004077504,524,EAST 14 STREET,66823,59,C
1004090005,85,DELANCEY STREET,26856,59,C
1004097502,242,BROOME STREET,176960,33,D
1004100004,130,ORCHARD STREET,33546,score missing,F
1004100048,107,RIVINGTON STREET,59000,13,D
1004107501,101,LUDLOW STREET,114394,20,D
1004110045,144,LUDLOW STREET,34904,48,D
1004110058,149,ESSEX STREET,30870,score missing,F
1004117504,153,ESSEX STREET,26214,score missing,F
1004120048,180,LUDLOW STREET,82411,6,D
1004120053,207,EAST HOUSTON STREET,209499,16,D
1004127501,180,ORCHARD STREET,199408,26,D
1004127503,196,ORCHARD STREET,161916,12,D
1004130043,261,BROOME STREET,27349,9,D
1004130051,314,GRAND STREET,29465,46,D
1004150018,182,ELDRIDGE STREET,29898,52,D
1004150078,80,DELANCEY STREET,25071,1,D
1004200068,167,ELDRIDGE STREET,32700,7,D
1004207501,40,DELANCEY STREET,58364,32,D
1004210044,174,FORSYTH STREET,38880,11,D
1004217502,36,RIVINGTON STREET,30023,76,B
1004250004,189,BOWERY,79408,13,D
1004250014,209,BOWERY,36206,score missing,F
1004250023,11,RIVINGTON STREET,26283,62,C
1004250028,173,CHRYSTIE STREET,31986,score missing,F
1004257501,195,BOWERY,44203,6,D
1004260029,195,CHRYSTIE STREET,81900,83,B
1004270002,10,STANTON STREET,167453,91,A
1004277504,273,BOWERY,514093,30,D
1004277507,215,CHRYSTIE STREET,277464,18,D
1004290029,137,EAST 2 STREET,37280,49,D
1004300001,40,1 AVENUE,147730,score missing,F
1004310001,60,1 AVENUE,194800,score missing,F
1004310025,51,AVENUE A,121406,89,A
1004310031,43,AVENUE A,120605,60,C
1004320001,66,1 AVENUE,780062,score missing,F
1004327502,89,AVENUE A,25586,24,D
1004350045,111,EAST 7 STREET,32698,50,D
1004360044,107,ST MARKS PLACE,25610,77,B
1004397501,438,EAST 12 STREET,152142,70,B
1004407502,407,EAST 12 STREET,30462,5,D
1004417504,433,EAST 13 STREET,138170,80,B
1004430016,59,EAST 2 STREET,26282,score missing,F
1004430020,67,EAST 2 STREET,26328,62,C
1004440059,44,EAST 2 STREET,50000,48,D
1004450014,88,EAST 4 STREET,114700,74,B
1004450045,81,EAST 3 STREET,36047,11,D
1004467502,99,EAST 4 STREET,75782,score missing,F
1004480001,104,2 AVENUE,35819,score missing,F
1004500003,136,2 AVENUE,31940,score missing,F
1004510006,156,2 AVENUE,39395,54,D
1004517502,240,EAST 10 STREET,88208,47,D
1004520002,162,2 AVENUE,121503,58,C
1004520054,205,EAST 10 STREET,25818,49,D
1004530011,304,EAST 12 STREET,101800,97,A
1004537501,311,EAST 11 STREET,46707,57,C
1004560007,285,BOWERY,234610,3,D
1004567501,21,2 AVENUE,69969,58,C
1004570001,3,EXTRA PLACE,42563,21,D
1004570005,313,BOWERY,32358,25,D
1004570009,1,EAST 2 STREET,156365,88,A
1004570020,21,EAST 2 STREET,27600,69,C
1004570028,21,2 AVENUE,115187,1,D
1004570029,31,2 AVENUE,26832,76,B
1004570128,29,EAST 2 STREET,35598,score missing,F
1004580006,335,BOWERY,90411,score missing,F
1004590029,63,2 AVENUE,45426,2,D
1004590032,57,2 AVENUE,36720,41,D
1004600056,59,EAST 4 STREET,32000,84,B
1004610006,35,COOPER SQUARE,45082,4,D
1004620004,3,TARAS SHEVCHENKO PLACE,59732,score missing,F
1004620007,6,TARAS SHEVCHENKO PLACE,51300,score missing,F
1004620035,223,EAST 6 STREET,91680,60,C
1004627501,24,EAST 7 STREET,54745,58,C
1004637501,63,COOPER SQUARE,32163,1,D
1004650001,31,3 AVENUE,146583,52,D
1004650055,145,2 AVENUE,25340,1,D
1004667501,47,3 AVENUE,41323,24,D
1004667502,55,3 AVENUE,67227,1,D
1004670001,67,3 AVENUE,337600,47,D
1004670022,226,EAST 12 STREET,56845,90,A
1004670025,232,EAST 12 STREET,65602,48,D
1004670035,175,2 AVENUE,49227,7,D
1004680001,87,3 AVENUE,92304,54,D
1004680046,229,EAST 12 STREET,27215,78,B
1004690030,223,2 AVENUE,63158,6,D
1004690033,221,2 AVENUE,27341,score missing,F
1004690049,229,EAST 13 STREET,30400,68,C
1004697502,111,3 AVENUE,125097,100,A
1004697505,123,3 AVENUE,65155,36,D
1004697506,208,EAST 14 STREET,112516,46,D
1004700050,146,BOWERY,36515,score missing,F
1004700061,130,BOWERY,32700,score missing,F
1004700064,124,BOWERY,29940,score missing,F
1004710055,196,GRAND STREET,26594,1,D
1004720004,179,LAFAYETTE STREET,30718,89,A
1004720011,407,BROOME STREET,30392,66,C
1004720012,403,BROOME STREET,25515,87,A
1004720019,241,CENTRE STREET,26065,91,A
1004720028,154,GRAND STREET,35287,45,D
1004727501,240,CENTRE STREET,138120,7,D
1004730001,462,BROADWAY,141050,9,D
1004737501,476,BROADWAY,70632,3,D
1004740029,487,BROADWAY,70759,score missing,F
1004740030,483,BROADWAY,51790,75,B
1004747506,40,MERCER STREET,153500,5,D
1004747508,465,BROOME STREET,36132,score missing,F
1004757503,477,BROOME STREET,38524,45,D
1004757509,43,WOOSTER STREET,30000,98,A
1004757513,47,GREENE STREET,28654,score missing,F
1004760019,116,AVENUE OF THE AMERICAS,28042,1,D
1004760062,40,THOMPSON STREET,30906,70,B
1004770001,80,VARICK STREET,125235,35,D
1004770011,101,AVENUE OF THE AMERICAS,402111,32,D
1004770068,52,WATTS STREET,54375,score missing,F
1004777502,565,BROOME STREET,322154,33,D
1004790029,30,KENMARE STREET,28207,score missing,F
1004810001,400,BROOME STREET,173838,74,B
1004810028,195,MULBERRY STREET,27289,33,D
1004817502,225,LAFAYETTE STREET,80052,1,D
1004820016,72,SPRING STREET,109377,92,A
1004827501,406,BROOME STREET,74539,2,D
1004827504,200,LAFAYETTE STREET,107896,84,B
1004830001,490,BROADWAY,28829,86,A
1004830007,504,BROADWAY,121992,score missing,F
1004830013,514,BROADWAY,76550,37,D
1004830015,520,BROADWAY,48235,69,C
1004830017,524,BROADWAY,143637,78,B
1004840003,96,SPRING STREET,48904,62,C
1004840024,495,BROADWAY,77066,44,D
1004847502,503,BROADWAY,185717,score missing,F
1004850008,72,GREENE STREET,45000,33,D
1004860009,80,WOOSTER STREET,33250,29,D
1004860011,84,WOOSTER STREET,65972,68,C
1004867502,470,BROOME STREET,27899,score missing,F
1004867503,57,GREENE STREET,67407,53,D
1004870008,375,WEST BROADWAY,55710,86,A
1004870010,379,WEST BROADWAY,55120,60,C
1004897502,55,SULLIVAN STREET,74428,50,D
1004907502,10,SULLIVAN STREET,80657,13,D
1004917502,145,6 AVENUE,60852,77,B
1004917503,246,SPRING STREET,395075,47,D
1004920020,226,BOWERY,27571,score missing,F
1004920038,190,BOWERY,36000,28,D
1004927501,14,PRINCE STREET,45391,90,A
1004927503,200,BOWERY,33678,33,D
1004930041,13,SPRING STREET,184900,76,B
1004950002,237,LAFAYETTE STREET,54431,33,D
1004950011,255,LAFAYETTE STREET,63587,2,D
1004950022,50,PRINCE STREET,61554,score missing,F
1004950033,229,MULBERRY STREET,67300,31,D
1004960001,79,CROSBY STREET,48479,1,D
1004960036,71,SPRING STREET,56340,57,C
1004960040,75,SPRING STREET,54800,89,A
1004970006,540,BROADWAY,25050,score missing,F
1004970009,546,BROADWAY,96000,35,D
1004970018,560,BROADWAY,122454,73,B
1004980009,557,BROADWAY,112500,32,D
1004980011,549,BROADWAY,243442,68,C
1004980023,529,BROADWAY,44243,15,D
1004990007,104,GREENE STREET,192471,91,A
1005000005,108,WOOSTER STREET,27150,59,C
1005000011,120,WOOSTER STREET,52526,56,C
1005007502,93,GREENE STREET,44530,9,D
1005010001,413,WEST BROADWAY,28964,score missing,F
1005010020,115,WOOSTER STREET,67636,55,C
1005017501,105,WOOSTER STREET,63174,95,A
1005017502,153,SPRING STREET,37736,70,B
1005027501,426,WEST BROADWAY,41799,15,D
1005040014,196,AVENUE OF THE AMERICAS,32738,41,D
1005040031,110,SULLIVAN STREET,38880,76,B
1005040036,100,SULLIVAN STREET,33750,83,B
1005047501,180,AVENUE OF THE AMERICAS,87285,16,D
1005050001,150,VARICK STREET,214110,14,D
1005050014,30,VANDAM STREET,27286,68,C
1005050031,161,AVENUE OF THE AMER,284085,67,C
1005050036,233,SPRING STREET,331022,42,D
1005060012,40,CHARLTON STREET,49475,10,D
1005060016,30,CHARLTON STREET,44256,82,B
1005060027,2,CHARLTON STREET,172836,68,C
1005067501,160,VARICK STREET,311477,77,B
1005077502,256,BOWERY,51184,27,D
1005080025,65,EAST HOUSTON STREET,92088,55,C
1005087502,262,MOTT STREET,70582,88,A
1005090026,53,EAST HOUSTON STREET,25480,2,D
1005090027,285,MOTT STREET,28542,30,D
1005100001,63,PRINCE STREET,169961,80,B
1005100038,298,LAFAYETTE STREET,59757,65,C
1005107501,285,LAFAYETTE STREET,130076,76,B
1005110001,568,BROADWAY,286250,52,D
1005110006,580,BROADWAY,127597,85,A
1005110008,584,BROADWAY,254822,85,A
1005110012,592,BROADWAY,231840,76,B
1005110016,600,BROADWAY,65192,36,D
1005120020,579,BROADWAY,68800,99,A
1005120023,569,BROADWAY,140000,25,D
1005127501,583,BROADWAY,121453,21,D
1005127502,599,BROADWAY,224409,92,A
1005130035,93,PRINCE STREET,67452,6,D
1005130039,103,PRINCE STREET,28434,73,B
1005147505,160,WOOSTER STREET,46217,score missing,F
1005150031,141,WOOSTER STREET,54600,74,B
1005160007,140,THOMPSON STREET,86018,96,A
1005170011,155,SULLIVAN STREET,30025,74,B
1005170037,171,PRINCE STREET,28497,score missing,F
1005190014,50,KING STREET,43346,52,D
1005190036,2,KING STREET,33100,18,D
1005190044,208,AVENUE OF THE AMERICAS,33204,68,C
1005190070,180,VARICK STREET,329116,80,B
1005200001,200,VARICK STREET,436629,77,B
1005200029,185,WEST HOUSTON STREET,47100,100,A
1005207501,27,KING STREET,33383,8,D
1005210001,298,MULBERRY STREET,86746,45,D
1005210037,26,BLEECKER STREET,43365,48,D
1005210043,18,BLEECKER STREET,27935,score missing,F
1005210045,303,ELIZABETH STREET,187368,90,A
1005210071,10,BLEECKER STREET,40607,47,D
1005220005,622,BROADWAY,99470,6,D
1005220008,628,BROADWAY,66500,47,D
1005220010,632,BROADWAY,150603,82,B
1005220012,636,BROADWAY,131743,88,A
1005220028,324,LAFAYETTE STREET,38720,4,D
1005227502,640,BROADWAY,61182,11,D
1005230038,88,BLEECKER STREET,82483,20,D
1005230046,625,BROADWAY,78958,68,C
1005230047,623,BROADWAY,34085,1,D
1005230048,18,WEST HOUSTON STREET,204920,71,B
1005240009,509,LA GUARDIA PLACE,29000,39,D
1005250016,183,THOMPSON STREET,28623,4,D
1005250029,116,WEST HOUSTON STREET,28500,75,B
1005250040,180,THOMPSON STREET,27000,67,C
1005257501,156,BLEECKER STREET,159626,21,D
1005257506,184,THOMPSON STREET,97248,48,D
1005270027,10,DOWNING STREET,118467,5,D
1005280001,182,WEST HOUSTON STREET,71490,56,C
1005280012,214,WEST HOUSTON STREET,64260,2,D
1005280035,40,DOWNING STREET,36850,99,A
1005287501,63,DOWNING STREET,50292,12,D
1005290003,648,BROADWAY,49310,73,B
1005290072,65,BLEECKER STREET,104775,85,A
1005297501,658,BROADWAY,94279,80,B
1005300017,363,LAFAYETTE STREET,45884,73,B
1005307505,40,BOND STREET,85000,13,D
1005310020,383,LAFAYETTE STREET,64347,75,B
1005317501,692,BROADWAY,182605,3,D
1005317504,380,LAFAYETTE STREET,55688,1,D
1005320020,77,BLEECKER STREET,196920,30,D
1005320030,81,BLEECKER STREET,26382,33,D
1005357501,14,WEST 4 STREET,323092,15,D
1005370037,151,BLEECKER STREET,26892,1,D
1005390028,217,THOMPSON STREET,25144,70,B
1005390031,211,THOMPSON STREET,55800,80,B
1005397501,209,SULLIVAN STREET,80027,34,D
1005410023,55,WASHINGTON SQUARE SOUTH,41500,97,A
1005420011,25,MINETTA LANE,45720,78,B
1005420025,290,AVENUE OF THE AMERICAS,54924,80,B
1005427502,189,BLEECKER STREET,27227,69,C
1005440001,393,LAFAYETTE STREET,101936,32,D
1005440013,419,LAFAYETTE STREET,57729,67,C
1005440045,34,COOPER SQUARE,50294,52,D
1005440048,30,COOPER SQUARE,52192,72,B
1005440065,2,COOPER SQUARE,128300,2,D
1005447501,56,COOPER SQUARE,121158,2,D
1005447502,443,LAFAYETTE STREET,141946,4,D
1005447503,38,COOPER SQUARE,112820,100,A
1005450011,718,BROADWAY,75165,29,D
1005450022,736,BROADWAY,29485,score missing,F
1005450046,416,LAFAYETTE STREET,27612,77,B
1005450059,752,BROADWAY,147773,1,D
1005457503,21,ASTOR PLACE,107754,2,D
1005460015,14,WASHINGTON PLACE,115694,61,C
1005460040,699,BROADWAY,85000,43,D
1005470020,15,WASHINGTON PLACE,71270,78,B
1005480028,50,EAST 8 STREET,100591,24,D
1005480040,11,WAVERLY PLACE,78810,13,D
1005480045,15,WAVERLY PLACE,102024,15,D
1005480070,300,MERCER STREET,489709,23,D
1005487501,60,EAST 8 STREET,512503,29,D
1005500022,1,5 AVENUE,238923,28,D
1005510001,2,5 AVENUE,469263,72,B
1005510016,27,WASHINGTON SQUARE NORTH,32409,46,D
1005520010,82,WEST WASHINGTON PLACE,27108,score missing,F
1005520060,29,WASHINGTON SQUARE WEST,128601,82,B
1005520062,32,WASHINGTON SQUARE WEST,60583,35,D
1005527501,360,6 AVENUE,67409,2,D
1005527504,88,WEST WASHINGTON PLACE,48914,60,C
1005530041,123,WAVERLY PLACE,37939,100,A
1005537501,103,WAVERLY PLACE,55113,3,D
1005540001,770,BROADWAY,940000,74,B
1005540035,51,ASTOR PLACE,385831,72,B
1005550001,772,BROADWAY,718220,49,D
1005550014,65,4 AVENUE,26455,1,D
1005550028,30,3 AVENUE,261940,45,D
1005560001,85,4 AVENUE,163665,41,D
1005560015,85,EAST 10 STREET,61612,1,D
1005560044,111,4 AVENUE,156650,20,D
1005560048,120,EAST 12 STREET,180000,81,B
1005567502,84,3 AVENUE,111588,1,D
1005570022,70,EAST 12 STREET,42000,47,D
1005577501,806,BROADWAY,104722,37,D
1005580010,127,4 AVENUE,37299,1,D
1005580013,110,EAST 13 STREET,25850,98,A
1005580037,135,EAST 12 STREET,58578,score missing,F
1005580044,115,EAST 12 STREET,41750,60,C
1005587501,114,EAST 13 STREET,58779,19,D
1005587502,115,4 AVENUE,102882,4,D
1005587503,125,EAST 12 STREET,69472,49,D
1005590009,137,4 AVENUE,184646,15,D
1005590012,106,EAST 14 STREET,216267,62,C
1005590022,126,EAST 14 STREET,446076,47,D
1005590055,113,EAST 13 STREET,108817,51,D
1005597501,108,3 AVENUE,105525,35,D
1005607501,30,EAST 9 STREET,199654,10,D
1005607502,40,EAST 9 STREET,202428,10,D
1005607503,60,EAST 9 STREET,204426,36,D
1005610001,41,UNIVERSITY PLACE,38915,71,B
1005610009,30,EAST 10 STREET,43010,37,D
1005610014,38,EAST 10 STREET,160896,70,B
1005610037,47,EAST 9 STREET,139566,15,D
1005610045,35,EAST 9 STREET,98609,75,B
1005617501,63,EAST 9 STREET,247908,57,C
1005617502,28,EAST 10 STREET,148128,47,D
1005620001,63,UNIVERSITY PLACE,182200,39,D
1005620014,60,EAST 11 STREET,25894,56,C
1005620030,787,BROADWAY,135910,80,B
1005620040,35,EAST 10 STREET,38981,17,D
1005620044,25,EAST 10 STREET,45496,60,C
1005630001,83,UNIVERSITY PLACE,191223,51,D
1005630019,97,UNIVERSITY PLACE,41490,89,A
1005630024,36,EAST 12 STREET,32241,96,A
1005630031,817,BROADWAY,114383,84,B
1005630037,801,BROADWAY,115000,73,B
1005630048,55,EAST 11 STREET,30378,98,A
1005637501,44,EAST 12 STREET,47542,75,B
1005640001,31,EAST 12 STREET,65926,26,D
1005640004,107,UNIVERSITY PLACE,43395,16,D
1005640007,113,UNIVERSITY PLACE,57739,7,D
1005640022,821,BROADWAY,35561,45,D
1005640026,39,EAST 12 STREET,79974,100,A
1005640031,35,EAST 12 STREET,64377,91,A
1005640034,826,BROADWAY,132000,73,B
1005640039,836,BROADWAY,56827,55,C
1005640045,132,4 AVENUE,88211,12,D
1005640054,120,4 AVENUE,135315,39,D
1005647501,835,BROADWAY,27467,score missing,F
1005650011,44,EAST 14 STREET,262576,10,D
1005650015,849,BROADWAY,218953,51,D
1005660001,9,5 AVENUE,392071,15,D
1005670007,33,5 AVENUE,65028,56,C
1005670019,40,UNIVERSITY PLACE,101840,30,D
1005677501,23,5 AVENUE,101073,63,C
1005680001,35,5 AVENUE,141091,49,D
1005680004,39,5 AVENUE,62409,63,C
1005680006,41,5 AVENUE,95117,90,A
1005680026,15,EAST 10 STREET,36366,48,D
1005690001,43,5 AVENUE,64218,52,D
1005690003,45,5 AVENUE,45248,95,A
1005690005,49,5 AVENUE,121128,93,A
1005690024,88,UNIVERSITY PLACE,70642,99,A
1005697501,10,EAST 12 STREET,71239,1,D
1005697503,16,EAST 12 STREET,57892,34,D
1005700008,6,EAST 13 STREET,49408,84,B
1005700017,24,EAST 13 STREET,27760,1,D
1005707501,55,5 AVENUE,329175,66,C
1005710001,2,EAST 14 STREET,367378,score missing,F
1005717501,7,EAST 13 STREET,79238,29,D
1005717502,22,EAST 14 STREET,78740,score missing,F
1005717505,8,UNION SQUARE SOUTH,41111,51,D
1005720026,24,WEST 9 STREET,46137,54,D
1005720038,20,5 AVENUE,132420,31,D
1005720045,3,WEST 8 STREET,43600,15,D
1005720049,11,WEST 8 STREET,30858,2,D
1005730006,434,AVENUE OF THE AMERICAS,28619,18,D
1005730019,42,WEST 10 STREET,39782,67,C
1005730039,28,5 AVENUE,168806,68,C
1005730043,24,5 AVENUE,269119,48,D
1005730062,35,WEST 9 STREET,41412,56,C
1005730075,61,WEST 9 STREET,56527,71,B
1005740005,450,AVENUE OF THE AMERICAS,41296,41,D
1005740015,56,WEST 11 STREET,27184,54,D
1005740039,40,5 AVENUE,141877,45,D
1005740067,45,WEST 10 STREET,77829,44,D
1005750011,472,AVENUE OF THE AMERICAS,34485,15,D
1005750017,66,WEST 12 STREET,120467,score missing,F
1005750048,12,WEST 12 STREET,339320,14,D
1005750057,15,WEST 11 STREET,51113,60,C
1005750072,45,WEST 11 STREET,27308,80,B
1005750077,55,WEST 11 STREET,63943,100,A
1005760001,486,AVENUE OF THE AMERICAS,131126,37,D
1005760014,54,WEST 13 STREET,46020,score missing,F
1005760016,42,WEST 13 STREET,31540,53,D
1005760025,37,WEST 12 STREET,235875,54,D
1005760036,2,WEST 13 STREET,116962,score missing,F
1005760042,64,5 AVENUE,49391,score missing,F
1005760049,15,WEST 12 STREET,66201,79,B
1005760056,31,WEST 12 STREET,44586,99,A
1005760066,49,WEST 12 STREET,67421,83,B
1005760076,71,WEST 12 STREET,37824,32,D
1005767501,60,WEST 13 STREET,82017,70,B
1005767502,59,WEST 12 STREET,119533,66,C
1005767503,8,WEST 13 STREET,38665,10,D
1005770010,58,WEST 14 STREET,37810,8,D
1005770015,48,WEST 14 STREET,60930,60,C
1005770024,22,WEST 14 STREET,151500,93,A
1005770030,18,WEST 14 STREET,100315,82,B
1005770034,8,WEST 14 STREET,110000,65,C
1005770039,80,5 AVENUE,126756,55,C
1005770041,78,5 AVENUE,32100,3,D
1005770042,74,5 AVENUE,93396,63,C
1005770071,55,WEST 13 STREET,86117,score missing,F
1005777501,72,5 AVENUE,38484,score missing,F
1005777502,65,WEST 13 STREET,234015,13,D
1005777504,14,WEST 14 STREET,40805,8,D
1005780047,250,HUDSON STREET,340618,86,A
1005780067,119,VARICK STREET,120592,74,B
1005787501,570,BROOME STREET,87852,100,A
1005797501,286,SPRING STREET,28396,score missing,F
1005800015,66,CHARLTON STREET,51420,38,D
1005800060,183,VARICK STREET,68476,89,A
1005800065,171,VARICK STREET,137975,97,A
1005830029,59,BEDFORD STREET,47846,23,D
1005847501,442,HUDSON STREET,134774,41,D
1005860020,240,BLEECKER STREET,76888,50,D
1005870046,53,BARROW STREET,28635,22,D
1005880071,33,GROVE STREET,31460,77,B
1005900016,22,JONES STREET,28656,82,B
1005900022,12,JONES STREET,48544,score missing,F
1005900079,13,JONES STREET,36760,76,B
1005907502,9,BARROW STREET,83935,36,D
1005910026,194,WEST 4 STREET,168332,23,D
1005910040,317,BLEECKER STREET,43128,1,D
1005920040,80,GROVE STREET,47808,2,D
1005920066,375,AVENUE OF THE AMERICAS,93291,85,A
1005920082,129,WEST WASHINGTON PLACE,38214,94,A
1005930036,24,CHRISTOPHER STREET,48531,60,C
1005937501,10,CHRISTOPHER STREET,25562,79,B
1005940008,505,CANAL STREET,36640,94,A
1005940115,503,CANAL  STREET,84517,28,D
1005947501,479,GREENWICH STREET,79136,99,A
1005947503,505,GREENWICH STREET,199216,37,D
1005947505,255,HUDSON STREET,94226,25,D
1005947508,475,GREENWICH STREET,49060,2,D
1005947510,15,RENWICK STREET,71499,34,D
1005947511,261,HUDSON STREET,205740,71,B
1005950041,474,GREENWICH STREET,25159,score missing,F
1005950059,533,CANAL STREET,45648,score missing,F
1005957501,490,GREENWICH STREET,56614,93,A
1005957504,330,SPRING STREET,75631,45,D
1005957509,456,WASHINGTON STREET,211909,70,B
1005960092,319,SPRING STREET,479500,13,D
1005967502,550,WASHINGTON STREET,963446,100,A
1005970001,515,GREENWICH STREET,59615,88,A
1005970005,523,GREENWICH STREET,59720,2,D
1005970055,333,HUDSON STREET,101290,46,D
1005970062,323,HUDSON STREET,193813,82,B
1006007501,395,HUDSON STREET,583530,91,A
1006010013,584,WASHINGTON STREET,59311,16,D
1006010026,585,WASHINGTON STREET,167000,14,D
1006010047,120,LEROY STREET,118422,46,D
1006017501,421,HUDSON STREET,255575,26,D
1006017502,43,CLARKSON STREET,42528,29,D
1006017503,160,LEROY STREET,186959,52,D
1006020010,600,WASHINGTON STREET,109060,37,D
1006020036,611,WASHINGTON STREET,108764,68,C
1006027501,1,MORTON SQUARE,340372,28,D
1006027502,90,MORTON STREET,135000,100,A
1006030001,371,WEST STREET,215890,57,C
1006030028,617,WASHINGTON STREET,154328,37,D
1006030037,644,GREENWICH STREET,81040,72,B
1006030046,636,GREENWICH STREET,90000,48,D
1006047501,162,CHRISTOPHER STREET,88227,40,D
1006057501,657,GREENWICH STREET,42162,score missing,F
1006060047,126,WEST 11 STREET,29624,20,D
